School Name,BRIN
Basisschool de Zeewinde,13HC
Basisschool De Zefier,07SO
Basisschool De Zeven Mijlen,06YU
Basisschool De Zevensprong,04VT
Basisschool De Zevensprong,23FB
Basisschool De Zilveren Maan,18IE
Basisschool De Zjwiek,03HL
Basisschool De Zonheuvel,09TJ
Basisschool De Zonnewijzer,05IL
Basisschool De Zonnewijzer Christelijk Basisonderwijs,04JO
Basisschool De Zuidstroom,03OK
Basisschool De Zuidwester,17MQ
Basisschool de Zwaluw,11HK
Basisschool De Zyp,05BY
Basisschool Den Beemd,08TI
Basisschool den Biekurf,12NE
Basisschool Den Bijstere,06WT
Basisschool Den Bongerd,15WZ
Basisschool den Doelhof,09AH
Basisschool Den Duin,07NK
Basisschool Den Hazennest,11VR
Basisschool Dick Bruna School,21QK
Basisschool Dijkerhoek,10DG
Basisschool Dominicus Savio,10HB
Basisschool Dommelrode,12SE
Basisschool Don Bosco,03TW
Basisschool Don Sarto,09MN
Basisschool Dorp,18KB
Basisschool Dorpsschool de Blesse,12VM
Basisschool Dr A Comrie,03KV
Basisschool Dr C Steenblok,06KM
Basisschool Dr D Bos,17CV
Basisschool Dr Jan De Quay,08PW
Basisschool Dr Landman,05BQ
Basisschool Dubbeldam,18UG
Basisschool Eben Haezer,23DR
Basisschool Eben Haezer,03TD
Basisschool Eben Haezer,15CB
Basisschool Eben Haezer,06EM
Basisschool Eben Haezer,03IK
Basisschool Eben Haezer,07KI
Basisschool Eben Haezer,07YP
Basisschool Eben Haezer,06OS
Basisschool Eben-Haezer,29TM
Basisschool Edith Stein,03QN
Basisschool Eerderwijs,03MH
Basisschool Eerschot,12AL
Basisschool Eigenduins,29YJ
Basisschool Eigenwijs,03RV
Basisschool EigenWijs,04QT
Basisschool Eikerwijs,07CI
Basisschool Elckerlyc,08GY
Basisschool Elckerlyc,03TN
Basisschool Elserike,09FH
Basisschool Emma,08BP
Basisschool Erica,09JE
Basisschool Esmoreit,06TN
Basisschool Essesteijn,03TQ
Basisschool Flora,06AZ
Basisschool Floralaan,17PF
Basisschool Floris Radewijnsz,06KD
Basisschool Fonkel,08MF
Basisschool Franciscus,03WE
Basisschool Franciscus,07CY
Basisschool Fridtjof Nansen Jenaplan Basisschool,17NU
Basisschool Garmerwolde,09DP
Basisschool Geert Grote,12SW
Basisschool Gen Vd Bosch,14FP
Basisschool Gerardus Majella,05JZ
Basisschool Gerardus Majella,08ND
Basisschool Gieten,10AB
Basisschool Gisbertus Voetius,03YZ
Basisschool Gr van Prinsterer,19UC
Basisschool Groen van Prinsterer,12ZI
Basisschool Groen van Prinsterer,04UB
Basisschool Groen van Prinsterer,06VJ
Basisschool Groene Vallei,17JX
Basisschool Grote Beer,08QB
Basisschool Guido De Bres,03HK
Basisschool H Walburgis,07BS
Basisschool Hagen,12NX
Basisschool Harlekijn,03JQ
Basisschool Harlekijn,08EV
Basisschool Harmpje Visser,13FF
Basisschool Harten4,15JU
Basisschool Hartenaas,03FS
Basisschool Hasseltse Poorten,06YB
Basisschool Heeckeren,06NL
Basisschool Heiakker,09MJ
Basisschool Heidepolle,13YI
Basisschool Heidepoort,08NA
Basisschool Heilig Hart,10EY
Basisschool Heilig Hart,10JL
Basisschool Heilig Hart,06WJ
Basisschool Heilinde,12XF
Basisschool Herenweg,11MQ
Basisschool Herman Jozef,04VX
Basisschool Hertogin Johanna,07BW
Basisschool het Avontuur,07TX
Basisschool het Baken,20GY
Basisschool Het Baken - school met de Bijbel,06EN
Basisschool Het Bastion,09YP
Basisschool Het Bovenland,28AU
Basisschool Het Galjoen,04HY
Basisschool Het Kleurrijk,12JY
Basisschool Het Klimduin,05JF
Basisschool Het Klinket,23CD
Basisschool Het Koggeschip,07AZ
Basisschool het Kompas,13IF
Basisschool Het Kompas,08QM
Basisschool het Kompas,12QI
Basisschool Het Kompas,10BS
Basisschool Het Kompas,08VY
Basisschool Het Kompas,09PI
Basisschool Het Kompas Nederlands Hervormd Onderwijs,04RX
Basisschool Het Molenveld,10YG
Basisschool het Mozaiek,08PO
Basisschool Het Mozaiek,10UK
Basisschool Het Mozaiek - school met de Bijbel,06NB
Basisschool Het Mozaïek,05KP
Basisschool Het Noorderlicht,12LV
Basisschool Het Noorderlicht - school met de Bijbel,06JE
Basisschool Het Open Venster,04UT
Basisschool Het Palet,03WX
Basisschool het Palet,12BT
Basisschool Het palet,12YQ
Basisschool Het Palet - school met de Bijbel,09JG
Basisschool Het Prisma,19DN
Basisschool Het Prisma - school met de Bijbel,06EK
Basisschool het Samenspel,16YS
Basisschool Het Startblok,06DJ
Basisschool Het Startnest Jenaplan School,00DD
Basisschool Het Talent,19ML
Basisschool het Talent,11KR
Basisschool Het Telraam,00EB
Basisschool Het Tweespan,07FZ
Basisschool Het Wespennest,05FR
Basisschool Het Winterkoninkje 2e Montessori-School,20TT
"Basisschool Hidaya, school op islamitische grondslag",24FK
Basisschool Hobbitstee,10CU
Basisschool Hoffenne,15BI
Basisschool Hogenkamp,12VX
Basisschool Honesch,13AF
Basisschool Hubertus,09VB
Basisschool Hulsberg,10OA
Basisschool In 't Park,17LH
Basisschool It Klimmerbled,06PG
Basisschool IT Pertoer,14BJ
Basisschool J. Henri Dunant,13BE
Basisschool Jan Ligthart,10EJ
Basisschool Jan Ligthart,10VH
Basisschool Jan Thies,10VA
Basisschool Jf Kennedy,03IY
Basisschool Johan Friso,14FI
Basisschool Joris De Witte,06HT
Basisschool Jules Verne,16JP
Basisschool Juliana,13RZ
Basisschool Juliana van Stolberg,11SK
Basisschool Juliana van Stolberg,06FJ
Basisschool Kardinaal Alfrink,09WH
Basisschool Karel de Grote,13TN
Basisschool Keuningshofke,04ZI
Basisschool Kienehoef,09UH
Basisschool Kiezel en Kei,18DU
Basisschool Kindcentrum Noord,13XU
Basisschool Kisveld,05RB
Basisschool Klaverweide,16ML
Basisschool Klein Heyendaal,13EZ
Basisschool Klim Op,12KT
Basisschool Klim-op,04XD
Basisschool Klim-op - school met de Bijbel,03HO
Basisschool Klimop,08SL
Basisschool Klinkers,28CD
Basisschool Koning Willem Alexander,20DK
Basisschool Koningin Emma,18MA
Basisschool Koningin Juliana,15QL
Basisschool Koningin Wilhelmina,13UJ
Basisschool Koningshaven,15AB
Basisschool Koningsspil,08MB
Basisschool Kronenburgh,30XM
Basisschool Kruisrak,08EN
Basisschool Kunst Rijk,03VQ
Basisschool Laetare,14ZK
Basisschool Lambertus,08MD
Basisschool Laureyn,18HP
Basisschool Leeve,08KQ
Basisschool Letteborg,08VE
Basisschool Loep,15EJ
Basisschool Looschool,09RO
Basisschool Los Hoes,29TN
Basisschool M Wiegman,09BC
Basisschool Mandegoud,18HF
Basisschool Manjefiek,19VJ
Basisschool Marang,04UD
Basisschool Marco Polo,17XI
Basisschool Maria,09LD
Basisschool Maria,09PM
Basisschool Maria,07RY
Basisschool Maria ter Heide,03VI
Basisschool Marnix,08VM
Basisschool Matthias,06OH
Basisschool Meander,06CK
Basisschool Meander,12XG
Basisschool Meander,26BA
Basisschool Megelsheim,03QJ
Basisschool Menkotoren,19NS
Basisschool Merlebos,08ZW
Basisschool met de Bijbel,15CF
Basisschool met de Bijbel De Akker,13TR
Basisschool met de Bijbel de Branding,24RM
Basisschool met de Bijbel De Fontein,13PQ
Basisschool met de Bijbel de Schuilplaats,23ZZ
Basisschool met de Bijbel De Steenenkamer,14AH
Basisschool met de Bijbel Diermen,12ZW
Basisschool Met De Bijbel Het Baken,15DU
Basisschool met de Bijbel Het Kompas,07KL
Basisschool met de Bijbel Huinen,13XA
Basisschool Michiel de Ruyter,10CV
basisschool Mijn Spoor,09ML
Basisschool Mikado,12PY
Basisschool Molenbolwerk,03MT
Basisschool Monseigneur Bekkers,15DL
Basisschool Montessori,13AE
Basisschool Montessori Landsmeer,03PS
Basisschool Montessori Lindenholt,11LH
Basisschool Montessorischool,12ZD
Basisschool Mozaiek,29UC
Basisschool Munstergeleen,06MC
Basisschool Neel,03LD
Basisschool Ni Je Veste,09KA
Basisschool Nicolaas,06HU
Basisschool Nieuw Vreugd en Rust,04SR
Basisschool Nieuwoord,16YZ
Basisschool Nour,23RT
Basisschool Nye Kroost,09KS
Basisschool Octa,10OC
basisschool Omnia,03EU
Basisschool Onder De Linde,03YW
Basisschool Onder De Wieken,07YS
Basisschool Onder de Wieken - school met de Bijbel,22LV
Basisschool Onderdak,07DD
Basisschool Ondersteboven,12ZE
Basisschool Oostelijke Eilanden,24DP
Basisschool Oostenwind,05SL
Basisschool Op 'e Dobbe,10AA
Basisschool Op Avontuur,10UU
Basisschool op de Esch,13FU
Basisschool Op de Heuvel,06KG
Basisschool op de Top,06MS
Basisschool Op Dreef,16UQ
Basisschool Op Dreef,13TG
Basisschool Op Weg,05DP
Basisschool Oranje Nassau - school met de Bijbel,03HS
Basisschool Oscar Carre,20XA
Basisschool Oud Zandbergen,07ZG
Basisschool Oudendijk,05WT
Basisschool over De Slinge,18QZ
Basisschool Panta Rhei,27JJ
Basisschool Pater Eymard,05IK
Basisschool Pater van der Geld,13NB
Basisschool Patricius,17KU
Basisschool Paus Joannes,11BU
Basisschool Pendula,07DJ
Basisschool Petrus Canisius,13PH
Basisschool Petrus en Paulus,03QD
Basisschool Pieter de Jong,22JD
Basisschool Pius X,04YG
Basisschool Pius X,03TC
Basisschool Pius X,11ON
Basisschool Pius X,06OP
Basisschool Plaggenborg,13KZ
Basisschool Podium,05QP
Basisschool Pr Beatrix,12SU
Basisschool Pr Willem Alexander,18PM
Basisschool Prins Willem Alexander,12HY
Basisschool Prins Willem Alexander,07XX
Basisschool Prins Willem Alexander,13JA
Basisschool Prins Willem Alexander,12VF
Basisschool Prins Willem Alexander,10DV
Basisschool Prins Willem-Alexander,07OH
Basisschool Prinses Beatrix,07ZH
Basisschool Prinses Irene,08GF
Basisschool Prinses Margriet,11HS
Basisschool Prinses Margriet,16EJ
Basisschool Ravelijn,08UN
Basisschool Reflector,27LX
Basisschool Rehoboth,03MF
Basisschool Rehoboth,05OQ
Basisschool Rehoboth - school met de Bijbel,06EB
Basisschool Rehobothschool,13WZ
Basisschool Rembrandt,04GB
Basisschool Rennevoirt,07CJ
Basisschool Reuzepas,16WB
Basisschool Roald Dahl,04TH
Basisschool Roosjen,07LB
Basisschool Rosj Pina,04JA
Basisschool Sam Sam,03XB
Basisschool Schinveld,17XQ
Basisschool Schoter Duyn,15FR
Basisschool Schuilingsoord,10BK
Basisschool Silvester Bernadette,05BO
Basisschool Simon Havinga,12ZX
Basisschool Sint Albertus,03XQ
Basisschool Sint Alexander,05GR
Basisschool Sint Aloysius,15FK
Basisschool Sint Anna,03QF
Basisschool Sint Antonius,05FV
Basisschool Sint Antonius,06XM
Basisschool Sint Bavo,09KV
Basisschool Sint Bernardus,03QB
Basisschool Sint Bonifacius,13JY
Basisschool Sint Bonifatius,11ZU
Basisschool Sint Egbertus,21BM
Basisschool Sint Franciscus,05JL
Basisschool Sint Gertrudis,15DI
Basisschool Sint Hieronymus,07TA
Basisschool Sint Jan,05FG
Basisschool Sint Jan,05BI
Basisschool Sint Jan,19MY
Basisschool Sint Jan Baptist,03YS
Basisschool Sint Joris,05HO
Basisschool Sint Joris,11LO
Basisschool Sint Joris,15YG
Basisschool Sint Jozef,09KL
Basisschool Sint Jozef,14ZY
Basisschool Sint Jozef,06XE
Basisschool Sint Jozef,04LN
Basisschool Sint Jozef,06OQ
Basisschool Sint Martinus,05BB
Basisschool Sint Mauritius,05IW
basisschool Sint Michael,05BJ
Basisschool Sint Nicolaas,03TX
Basisschool Sint Paulus,10FJ
Basisschool Sint Radboud,03VL
Basisschool Sint Sebastianus,03NP
Basisschool Sint Stephanus,03RC
Basisschool Sint Theresia,11KB
Basisschool Sint Theresia,06JO
Basisschool Sint Thomas,11KJ
Basisschool Sint Ursula,11MN
Basisschool Sint Willibrordus,03YJ
Basisschool Sint Willibrordus,05DD
Basisschool Sint Willibrordusschool,10OY
Basisschool Sirat,32HR
Basisschool Spelelier,09QY
Basisschool Sprankel,05BU
Basisschool SpringWijs,15NM
Basisschool St Alphonsus,08RN
Basisschool St Antonius,08PM
Basisschool St Bernardus,06VC
Basisschool St Caecilia,06HW
Basisschool St Dionysius,07RE
Basisschool St Franciscus,16LQ
Basisschool St Gregorius,09ND
Basisschool St Joan,03PJ
Basisschool St Jozef,08ZC
Basisschool St Jozef,08KN
Basisschool St Jozef,03IV
Basisschool St Jozef,20CV
Basisschool ST Lambertus,04UO
Basisschool St Ludgerus,08KE
Basisschool St Maartens,09MH
Basisschool St Martinus,07VC
Basisschool St Martinus,25DE
Basisschool St Michael,04TW
Basisschool St Oda,03OP
Basisschool St Oda,07DF
Basisschool St Paulus,07TM
Basisschool St Petrus,19JG
Basisschool St Vitus,03IZ
Basisschool St Werenfridus,08MY
Basisschool St Willibrordus,10FG
Basisschool St Wulfram,09AK
Basisschool St. Aegidius,06IN
Basisschool St. Augustinus,09WO
Basisschool St. Bavo,17XT
Basisschool St. Gerardus,19LD
Basisschool St. Stefanus,06XF
Basisschool Stap voor Stap,09FB
Basisschool Stedeke,08DH
Basisschool Steenvoorde,12WB
Basisschool Stelaertshoeve,11KC
Basisschool Stellegors,18LP
Basisschool Stokkum,10BF
Basisschool Swartbroek,03YP
Basisschool Swoaistee,17FG
Basisschool t Einder,20OW
Basisschool t Haimstee,15FJ
Basisschool t Klokhuis,07PW
Basisschool t Mozaiek,06JZ
Basisschool t Panorama,03XV
Basisschool t Rendal,06XD
Basisschool t Startblok,10AZ
Basisschool T Vierschip,21LW
Basisschool Talente,03JP
Basisschool Teake Jan Roorda,12FL
Basisschool Ten Holtens Erve,04MU
Basisschool Theo Thijssen,18OA
Basisschool Theresia,19AS
Basisschool Tijl Uilenspiegel,18LZ
Basisschool Tilli,16UM
Basisschool Titus Brandsma,03JL
Basisschool Toermalijn,03TL
Basisschool Toon,14DI
Basisschool Torenven,18FI
Basisschool TOV,13NI
Basisschool Triangel,09WD
Basisschool Trudo,18AQ
Basisschool Tuindorp,14ER
Basisschool Tweespan,11TZ
Basisschool Ummer Clumme,03OB
Basisschool Uniek,06IS
Basisschool Valkenbos Montessori-School,17JE
Basisschool Valkenburg,10WG
Basisschool Valkenheuvel,03IX
Basisschool Valkenhorst,14LV
Basisschool van de Edese Schoolvereniging,04NP
Basisschool van de Stichting Haagsche School Vereniging,05VW
Basisschool Van der Brugghenschool,09LO
Basisschool Van Oldenbarneveltschool,08CL
Basisschool Vest,07OV
Basisschool Vincent van Gogh,10GL
Basisschool voor Christelijk Onderwijs Onze Wereld,08UY
Basisschool voor Daltononderwijs Helen Parkhurst,12SM
Basisschool Voorhoute,11ZM
Basisschool Vossenburcht,15WF
Basisschool Vrije School Almelo,06ZK
Basisschool Vuurvogel,21ND
Basisschool Wandelbos,12AT
Basisschool Wereldwijs,04RP
Basisschool Westerkim,10KX
Basisschool Westerpark,18VJ
Basisschool Wiene,08EA
Basisschool Wij de Wereld,15FC
Basisschool Wijck,07WV
Basisschool Wijdewormer,04IA
Basisschool Wijzer,17NB
Basisschool Wilhelmina,11DO
Basisschool Wilhelmina,13VR
Basisschool Willem Alexander,20HM
Basisschool Willem Alexander,13ZG
Basisschool Willibrordus,08QP
Basisschool Willibrordus,06TR
Basisschool Windekind,10HO
Basisschool Windroos,07CL
Basisschool Wisperweide,11UH
Basisschool Witheim,09XR
Basisschool Zeggewijzer,08LH
Basisschool Zilverlinde,00CU
Basisschool Zonnebloem Zundert,19UZ
Basisschool Zonzeel,06IE
Basisschool't Skitteljacht,10MA
BasisschoolDe Weerklank,07NI
Basisskoalle De Klimstien,08AB
Basisskoalle de Twirre,06PZ
Bassischool Liduina,06LX
BAVO-School,06MD
BBS de Verwondering,32JK
Beatrix,12XN
"Beatrix College voor Mavo, Havo, Atheneum",18XU
Beatrixsch,12LL
Beatrixschool,13NP
Beatrixschool,10MY
Beatrixschool,16YG
Beekpark,09TI
Benoordenhout,17MR
Bentwijzer,18EH
Berechja College voor MAVO HAVO VBO,18XX
Berger Scholengemeenschap voor vwo havo en mavo,16ST
Bernadette Mariaschool,13PI
Bernard Lievegoed School,07CP
Bernardus-School,04EV
Bernemienskip de Greide,06QP
Bernesintrum Aldeboarn,15GC
Bernulphus-School,05IV
Bijbelgetrouw KindCentrum de Bongerd (Geref. Onderw. & Chr. kinderopvang),04CT
Bijlmerhorst,18YT
Bisschop College Broekhin voor Lyceum Havo Mavo Vbo,14PS
Blariacumcollege Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,19HR
Blauwe Aventurijn,17TX
Blijhaven,20ZW
Blink,29YD
Blink,27YH
Bloei - Terherne,04TL
Bloemcampschool,08TM
Bloemendaalse Schoolvereniging,08CE
BmdB Ichthus,12LD
bms De Triangel,04SX
Boazschool,07OK
Boerhaave School,17MF
Bomans,19OB
Bonaventuracollege SGM voor Gym. Ath. Havo Vmbo,21GW
Bonhoeffer College Scholengemeenschap voor Mavo Havo Vwo,00ZD
"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",17VN
Bonifatius,19NH
Bonnefantencollege,27ZJ
Bonnerschool,10SG
Bontebrugschool Prot. Chr. Basisschool voor Jenaplanonderwijs,04WR
"Bornego College Chr. Scholengemeenschap voor VMBO, Havo, Atheneum en Gymnasium",25CV
Bos en Lommerschool,18VB
Bosbeekschool,14QJ
"Bosdael, Centrum voor het Kind",12PV
Bossche Vakschool voor Mavo Vbo Lwoo,23FY
Bosschool,05JM
Bosseschool,04MD
Bouwens van der Boije College voor Lyceum Havo Mavo Lwoo Vbo,20LL
Br!cks,05FZ
Brainport school de Dassenburcht,10WU
Brede basisschool De Vuurvogel,08LC
Brede Daltonschool De Meer,20YG
Brede School Bernadette,03PP
Brede School De kinkerbuurt,20SG
Brede School De Oversteek,07CK
Brede School De Spaarndammerhout,20XT
Brede school Dirk Hezius,10PM
Brede school Fiep Westendorp,07TJ
Brede school Het Anker,09ZU
Brede School Het Dok,29YF
Brede School Heuvelrijk,08KX
Brede School Huizinga,20SE
Brede School Kors Breijer,12CC
Brede School Kwintijn,18PJ
Brede school Markeent,07RQ
Brede School Merenwijk,15PX
Brede school Moesel,09VZ
Brede School Noorderpolder Theo Thijssenschool,08HQ
Brede School Omnibus,05FP
Brede School Rembrandt,31AW
Brede School Weesperrijk,31LR
Bredero-School,17NI
Brederode Daltonschool,15FX
Bredeschool De Achtbaan,05CT
Brekeldschool,19TB
Brinkschool,13AL
Broeckland College voor Mavo Vbo Lwoo,23VD
Broederschool,15YD
BS Aalsterbos,15DM
Bs Burg Sigmond,18GU
Bs de  Disselboom,05DX
Bs De Boemerang,18DY
BS De Bosrank,10DF
BS De Dromenvanger,10JF
Bs De Horizon,18IX
BS De Kleine Weide,06WH
BS De Regenboog,07VP
Bs De Sterrenboog,07WG
Bs De Talisman,18JX
BS De Tovervogel,07NR
BS De Tweemaster,13GC
BS de Tweesprong,06VY
Bs De Vier Heemskinderen,06VO
BS de Vlindertuin,12WD
BS De Vonder,04UZ
BS De Witte Vlinder,19OM
Bs De Zonnehof,07DN
BS Fonkeltuin,04FV
BS Graaf Reinald,13UB
Bs Het Avontuur,18QY
BS JPS,09PB
BS Kleur - Rijk,05DV
BS Natuurlijk!,11MR
BS Onder de Linden,03VD
Bs Ridderhof,03TP
BS Schepelweyen,12GZ
BS St Lambertus,06XC
BS Steltloper,08MW
BS Tungelder,05ES
Bs Wonderwijs,12OF
Buitenplaats Nassaupark,23RE
BuitensteBinnen Basisschool,05ZX
Buitenveldertse Montessorisch,08NU
Buitenwijs,32AW
Burg de Ruiterschool,10TB
Burg Harmsma SGM voor VO Mavo Lhno en Lto,01WM
Burg Walda Scholengemeenschap voor VMBO,19HY
Burg Wessels Boerschool,18NC
Burgemeester De Vlugtschool,18WK
Burgemeester van Bommelschool,13YT
Burgemeester van Royenschool,11IS
Burgemeester W.A. Storkschool,18NW
Burgemeester Westerbeek van Eertenschool,13HI
Burgerschool,12NT
Burght,18WU
Bussumse Montessorischool,04QD
Byzonder Neutrale Montessori School,22LJ
Bûtensprong,13BD
C B S  De Noordkaap,05XE
C B S de Kamperschouw,08VL
C N S De Triangel,23XP
C.B.S. Het Startblok,27XG
Calandlyceum voor Gymnasium Atheneum Havo Vmbo,21GD
Calluna-School,18VW
Cals College Roomskatholiek Scholengemeenschap voor Lyceum Havo Mavo Vbo,00VY
Calvijn College voor Reformatorisch Vmbo Havo Vwo,03JY
Calvijnschool,07KV
Calvijnschool,18HX
Cambium College voor Atheneum Havo Mavo Vbo Lwoo,17AY
Camminghaschool,05GF
"Campus 013, scholengemeenschap voor vbo en mavo, lwoo",20GD
Campus aan De Lanen,31JG
Candea College Atheneum Havo Mavo Vmbo,03RR
Canisius College Lyceum Havo Mavo Vbo Lwoo,01VN
Cantecleer,12TZ
Carmel College Salland Katholieke Scholengemeenschap,04OY
Carmel College West Betuwe,31CZ
Carmel Lyceum Hurdegaryp,30UV
Carmelcollege Emmen,00PF
Carmelcollege Gouda voor tto gym ath havo mavo vmbo lwoo eoa,02LG
Carolus Clusius College voor Lyceum Havo Mavo Vbo Lwoo,02VT
Carolusschool,08ZU
Casa tweetalige Montessorischool,30KD
Casper Diemerschool voor Gereformeerd Onderwijs,07KU
cb de Zwaluw,05KX
CB Het Talent,30AF
CBS  Anne de Vries,05KW
CBS 't Fundament,07EM
CBS 't Kompas,12ST
Cbs Aquamarijn,30RH
CBS De Akker,05SE
CBS De Akkerwal,05VC
CBS De Bining,05WL
CBS De Borgstee,07YQ
CBS De Bron,06QT
CBS De Brug,04PE
CBS De Hochte,15BT
CBS De Hoeksteen,10YO
CBS De Klimop,08WM
CBS De Koning,13TB
cbs De Koperwiek,10OF
CBS De Lichtboei,12KG
CBS De Lindenborgh,05XC
CBS De Loofboom,09CP
CBS De Maarsborg,09BE
CBS De Meeander,08WG
CBS de Oanrin,04JW
cbs De Ontdekking,13ER
